:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
your body to retain water,your body to retain water,Entity,C5958835,NCI,Medical Concept,medical concept,your body to retain water,
"[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]","[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]",Event,C5958835,NCI,Medical Concept,medical concept,"[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]",
"[spelling, holding a writing instrument, or forming letters or words on a page]","[spelling, holding a writing instrument, or forming letters or words on a page]",Event,C5958835,NCI,Medical Concept,medical concept,"[spelling, holding a writing instrument, or forming letters or words on a page]",
a boy,a boy,Entity,C5958835,NCI,Medical Concept,medical concept,a boy,
a child's health,a child's health,Entity,C5958835,NCI,Medical Concept,medical concept,a child's health,
a condition,a condition,Entity,C5958835,NCI,Medical Concept,medical concept,a condition,
a doctor,a doctor,Entity,C5958835,NCI,Medical Concept,medical concept,a doctor,
a family member,a family member,Entity,C0205345,MTH,Patient or Healthcare Provider,"relative, person, individual, kin",a family member,
a feeling of fullness in the head,a feeling of fullness in the head,Entity,C1455667,MTH,Sign or Symptom,"sensation, symptom, discomfort, cephalalgia",a feeling of fullness in the head,
a fetus using chromosome analysis,a fetus using chromosome analysis,Entity,C0013935,MTH,Medical Concept,"embryo, genetic material, chromosomal analysis, prenatal diagnosis",a fetus using chromosome analysis,
a person,a person,Entity,C0237401,MTH,Patient or Healthcare Provider,"individual, human, being, entity",a person,
a secure sense of belonging,a secure sense of belonging,Event,C1527305,MTH,Medical Concept,"feeling, emotion, attachment, identity",a secure sense of belonging,
a terminally ill person,a terminally ill person,Entity,C1705908,MTH,Patient or Healthcare Provider,"patient, individual, mortal, dying",a terminally ill person,
a twisted spermatic cord,a twisted spermatic cord,Entity,C0013481,MTH,Medical Concept,"anomaly, deformity, obstruction, hernia",a twisted spermatic cord,
"a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge","a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge",Entity,C0036536,MTH,Sign or Symptom,"secretion, discharge, symptom, leukorrhea","a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge",
a vitamin deficiency,a vitamin deficiency,Entity,C0348080,MTH,Disease or Syndrome,"condition, disorder, malnutrition, insufficiency",a vitamin deficiency,
abdomen,abdomen,Entity,C0205147,MTH,Medical Concept,"region, area, cavity, torso",abdomen,
abdominal muscles,abdominal muscles,Entity,C1183521,FMA,Medical Concept,"musculature, tissue, structure, anatomy",abdominal muscles,
ability of the marrow to produce healthy new blood cells,ability of the marrow to produce healthy new blood cells,Entity,C0542341,MTH,Medical Concept,"function, capacity, hematopoiesis, production",ability of the marrow to produce healthy new blood cells,
ability to remember and learn,ability to remember and learn,Entity,C0392335,MTH,Medical Concept,"cognitive function, ability, skill, intelligence",ability to remember and learn,
ability to stand and walk,ability to stand and walk,Entity,C0425245,MTH,Medical Concept,"mobility, locomotion, gait, balance",ability to stand and walk,
abnormal bleeding from the vagina,abnormal bleeding from the vagina,Entity,C1457887,MTH,Disease or Syndrome,"symptom, condition, disorder, hemorrhage",abnormal bleeding from the vagina,
abnormal rhythm,abnormal rhythm,Entity,C0003811,MTH,Medical Concept,"arrhythmia, irregularity, anomaly, deviation",abnormal rhythm,
abnormal vaginal bleeding,abnormal vaginal bleeding,Entity,C0348080,MTH,Disease or Syndrome,"condition, symptom, disorder, pathology",abnormal vaginal bleeding,
abnormality in your uterus,abnormality in your uterus,Entity,C0013481,MTH,Medical Concept,"anomaly, deformity, lesion, tumor",abnormality in your uterus,
abnormally large head,abnormally large head,Entity,C5958835,NCI,Medical Concept,medical concept,abnormally large head,
about 15 percent of cases,about 15 percent of cases,Entity,C5958835,NCI,Medical Concept,medical concept,about 15 percent of cases,
about 4 million people,about 4 million people,Entity,C5958835,NCI,Medical Concept,medical concept,about 4 million people,
above each angle of the jaw,above each angle of the jaw,Entity,C5958835,NCI,Medical Concept,medical concept,above each angle of the jaw,
above normal,above normal,Entity,C5958835,NCI,Medical Concept,medical concept,above normal,
absence of menstrual periods,absence of menstrual periods,Entity,C5958835,NCI,Medical Concept,medical concept,absence of menstrual periods,
acetaminophen,acetaminophen,Entity,C5958835,NCI,Medical Concept,medical concept,acetaminophen,
acid,acid,Entity,C5958835,NCI,Medical Concept,medical concept,acid,
acidic taste in your mouth,acidic taste in your mouth,Entity,C5958835,NCI,Medical Concept,medical concept,acidic taste in your mouth,
acrylic resin,acrylic resin,Entity,C5958835,NCI,Medical Concept,medical concept,acrylic resin,
activities,activities,Entity,C5958835,NCI,Medical Concept,medical concept,activities,
acute bronchitis,acute bronchitis,Entity,C5958835,NCI,Medical Concept,medical concept,acute bronchitis,
acyclovir,acyclovir,Entity,C5958835,NCI,Medical Concept,medical concept,acyclovir,
addiction,addiction,Entity,C5958835,NCI,Medical Concept,medical concept,addiction,
adolescents and young adults,adolescents and young adults,Entity,C5958835,NCI,Medical Concept,medical concept,adolescents and young adults,
adolescents with Klinefelter syndrome,adolescents with Klinefelter syndrome,Entity,C5958835,NCI,Medical Concept,medical concept,adolescents with Klinefelter syndrome,
adrenal glands,adrenal glands,Entity,C5958835,NCI,Medical Concept,medical concept,adrenal glands,
adrenal medulla,adrenal medulla,Entity,C5958835,NCI,Medical Concept,medical concept,adrenal medulla,
adrenaline,adrenaline,Entity,C5958835,NCI,Medical Concept,medical concept,adrenaline,
adults,adults,Entity,C5958835,NCI,Medical Concept,medical concept,adults,
advanced heart disease,advanced heart disease,Entity,C5958835,NCI,Medical Concept,medical concept,advanced heart disease,
affected person,affected person,Entity,C5958835,NCI,Medical Concept,medical concept,affected person,
age,age,Entity,C5958835,NCI,Medical Concept,medical concept,age,
age spots,age spots,Entity,C5958835,NCI,Medical Concept,medical concept,age spots,
aging,aging,Entity,C5958835,NCI,Medical Concept,medical concept,aging,
airways,airways,Entity,C5958835,NCI,Medical Concept,medical concept,airways,
alcohol,alcohol,Entity,C5958835,NCI,Medical Concept,medical concept,alcohol,
alcohol poisoning,alcohol poisoning,Entity,C5958835,NCI,Medical Concept,medical concept,alcohol poisoning,
aldosterone,aldosterone,Entity,C4521914,MTH,Medical Concept,"hormone, steroid, mineralocorticoid, electrolyte regulator",aldosterone,
all women,all women,Entity,C5205744,NCI,Medical Concept,"demographic group, population subset, female gender, sex category",all women,
allergic to the plastic used in hearing aids,allergic to the plastic used in hearing aids,Entity,C3839736,MTH,Medical Concept,"sensitization, allergy type, material intolerance, device sensitivity",allergic to the plastic used in hearing aids,
allergies,allergies,Entity,C4763997,NCI,Medical Concept,"medical conditions, immune responses, hypersensitivities, adverse events",allergies,
allergist or dermatologist,allergist or dermatologist,Entity,C0586983,SNOMEDCT_US,Medical Concept,"healthcare professional, medical specialist, allergist, dermatologist",allergist or dermatologist,
alpha1-antitrypsin deficiency,alpha1-antitrypsin deficiency,Entity,C4510149,SNOMEDCT_US,Disease or Syndrome,"genetic disorder, enzyme deficiency, lung disease, respiratory condition",alpha1-antitrypsin deficiency,
alternative therapies,alternative therapies,Entity,C5933127,NOC,Pharmacologic Substance,"treatment approaches, complementary medicine, non-pharmacological interventions, holistic practices",alternative therapies,
amniocentesis,amniocentesis,Entity,C0199171,MTH,Therapeutic or Preventive Procedure,"medical procedure, prenatal test, diagnostic examination, fetal assessment",amniocentesis,
amyotrophic lateral sclerosis (ALS),amyotrophic lateral sclerosis (ALS),Entity,C0456043,SNOMEDCT_US,Disease or Syndrome,"neurological disorder, motor neuron disease, progressive condition, degenerative illness",amyotrophic lateral sclerosis (ALS),
an allergic reaction,an allergic reaction,Entity,C4745084,NCI,Medical Concept,"medical condition, immune response, hypersensitivity, adverse event",an allergic reaction,
an essential process,an essential process,Entity,C2937287,MTH,Medical Concept,"biological function, physiological process, vital activity, necessary action",an essential process,
an infection,an infection,Entity,C4745084,NCI,Disease or Syndrome,"medical condition, infectious disease, microbial invasion, pathological state",an infection,
an injury breaks small blood vessels under the skin,an injury breaks small blood vessels under the skin,Entity,C3263723,MTH,Medical Concept,"traumatic injury, vascular damage, skin lesion, bruise",an injury breaks small blood vessels under the skin,
an outpatient procedure,an outpatient procedure,Entity,C0237726,CHV,Therapeutic or Preventive Procedure,"medical treatment, healthcare service, non-hospital care, ambulatory surgery",an outpatient procedure,
"an overly relaxed or sagging base of the tongue, uvula","an overly relaxed or sagging base of the tongue, uvula",Entity,C0752135,MSH,Disease or Syndrome,"anatomical condition, oral pathology, speech disorder, swallowing difficulty","an overly relaxed or sagging base of the tongue, uvula",
analgesics,analgesics,Entity,C4284232,MTH,Pharmacologic Substance,"medications, pain relievers, analgesic agents, pharmaceuticals",analgesics,
anesthetic,anesthetic,Entity,C5958835,NCI,Medical Concept,medical concept,anesthetic,
aneurysm,aneurysm,Entity,C5958835,NCI,Medical Concept,medical concept,aneurysm,
angiograms,angiograms,Entity,C5958835,NCI,Medical Concept,medical concept,angiograms,
angry outbursts,angry outbursts,Entity,C5958835,NCI,Medical Concept,medical concept,angry outbursts,
antacid,antacid,Entity,C5958835,NCI,Medical Concept,medical concept,antacid,
anterior lobe,anterior lobe,Entity,C5958835,NCI,Medical Concept,medical concept,anterior lobe,
anthrax,anthrax,Entity,C5958835,NCI,Medical Concept,medical concept,anthrax,
antianxiety medications,antianxiety medications,Entity,C5958835,NCI,Medical Concept,medical concept,antianxiety medications,
antibiotic,antibiotic,Entity,C5958835,NCI,Medical Concept,medical concept,antibiotic,
antibiotic ointment,antibiotic ointment,Entity,C5958835,NCI,Medical Concept,medical concept,antibiotic ointment,
anticancer,anticancer,Entity,C5958835,NCI,Medical Concept,medical concept,anticancer,
anticoagulant,anticoagulant,Entity,C5958835,NCI,Medical Concept,medical concept,anticoagulant,
antidepressants,antidepressants,Entity,C5958835,NCI,Medical Concept,medical concept,antidepressants,
antipsychotic drugs,antipsychotic drugs,Entity,C5958835,NCI,Medical Concept,medical concept,antipsychotic drugs,
antipsychotic medications,antipsychotic medications,Entity,C5958835,NCI,Medical Concept,medical concept,antipsychotic medications,
antiseizure drugs,antiseizure drugs,Entity,C5958835,NCI,Medical Concept,medical concept,antiseizure drugs,
antithyroid medications,antithyroid medications,Entity,C5958835,NCI,Medical Concept,medical concept,antithyroid medications,
any part of the digestive tract,any part of the digestive tract,Entity,C5958835,NCI,Medical Concept,medical concept,any part of the digestive tract,
aorta,aorta,Entity,C5958835,NCI,Medical Concept,medical concept,aorta,
aortic valve,aortic valve,Entity,C5958835,NCI,Medical Concept,medical concept,aortic valve,
apathy,apathy,Entity,C5958835,NCI,Medical Concept,medical concept,apathy,
apple,apple,Entity,C0016767,MTH,Medical Concept,"fruit, food, plant, carbohydrate source",apple,
areas involved with movement,areas involved with movement,Entity,C0026860,MTH,Medical Concept,"musculoskeletal system, locomotion, motor function, physical activity",areas involved with movement,
areas of the brain responsible for intellect and memory,areas of the brain responsible for intellect and memory,Entity,C0007776,MTH,Medical Concept,"cerebral cortex, cognitive function, intellectual capacity, memory storage",areas of the brain responsible for intellect and memory,
arm,arm,Entity,C0015385,MTH,Medical Concept,"limb, appendage, skeletal muscle, upper extremity",arm,
arrhythmias,arrhythmias,Entity,C2315626,SNOMEDCT_US,Disease or Syndrome,"cardiovascular disorder, heart rhythm disturbance, cardiac arrhythmia, irregular heartbeat",arrhythmias,
arrhythmias resulting from heart disease,arrhythmias resulting from heart disease,Entity,C2008341,MEDCIN,Disease or Syndrome,"coronary artery disease complication, cardiovascular disease consequence, heart failure symptom, cardiac dysfunction",arrhythmias resulting from heart disease,
art and music therapy,art and music therapy,Entity,C3472632,SNOMEDCT_US,Therapeutic or Preventive Procedure,"rehabilitation technique, treatment modality, creative expression, stress relief",art and music therapy,
arteries,arteries,Entity,C0005847,MTH,Sign or Symptom,"blood vessels, circulatory system component, vascular structure, elastic tube",arteries,
artery,artery,Entity,C0005847,MTH,Sign or Symptom,"blood vessel, circulatory system component, vascular structure, muscular tube",artery,
artificial tears,artificial tears,Entity,C0015399,MTH,Pharmacologic Substance,"eye drop, ophthalmic medication, lubricant, tear substitute",artificial tears,
asbestos,asbestos,Entity,C0282591,MSH,Medical Concept,"mineral fiber, carcinogen, occupational hazard, respiratory toxin",asbestos,
aspirin,aspirin,Entity,C0724418,RXNORM,Pharmacologic Substance,"pain reliever, anti-inflammatory drug, analgesic, antipyretic",aspirin,
aspirin and acetaminophen combined with caffeine or codeine,aspirin and acetaminophen combined with caffeine or codeine,Entity,UNKNOWN:ASPIRIN ,UNKNOWN,Pharmacologic Substance,"multicomponent medication, pain reliever, cough suppressant, decongestant",aspirin and acetaminophen combined with caffeine or codeine,
asthma,asthma,Entity,C4324472,MDR,Disease or Syndrome,"respiratory disorder, chronic condition, airway constriction disease, wheezing illness",asthma,
astigmatism,astigmatism,Entity,C0042790,MTH,Disease or Syndrome,"vision disorder, refractive error, eye irregularity, blurred vision",astigmatism,
athlete,athlete,Entity,C0237401,MTH,Patient or Healthcare Provider,"individual, person, competitor, sports participant",athlete,
atrial septal defects,atrial septal defects,Entity,C0018798,MTH,Medical Concept,"heart defect, congenital anomaly, cardiac malformation, septal hole",atrial septal defects,
audiologist,audiologist,Entity,C5958835,NCI,Medical Concept,medical concept,audiologist,
autopsy,autopsy,Entity,C5958835,NCI,Medical Concept,medical concept,autopsy,
"avoidant, dependent, and obsessive-compulsive","avoidant, dependent, and obsessive-compulsive",Entity,C5958835,NCI,Medical Concept,medical concept,"avoidant, dependent, and obsessive-compulsive",
babies,babies,Entity,C5958835,NCI,Medical Concept,medical concept,babies,
babies who weigh less than 3 pounds at birth,babies who weigh less than 3 pounds at birth,Entity,C5958835,NCI,Medical Concept,medical concept,babies who weigh less than 3 pounds at birth,
baby,baby,Entity,C5958835,NCI,Medical Concept,medical concept,baby,
back,back,Entity,C5958835,NCI,Medical Concept,medical concept,back,
back and leg pain,back and leg pain,Entity,C5958835,NCI,Medical Concept,medical concept,back and leg pain,
back pain,back pain,Entity,C5958835,NCI,Medical Concept,medical concept,back pain,
bacteria,bacteria,Entity,C5958835,NCI,Medical Concept,medical concept,bacteria,
bacteria or yeast,bacteria or yeast,Entity,C5958835,NCI,Medical Concept,medical concept,bacteria or yeast,
bacterium,bacterium,Entity,C5958835,NCI,Medical Concept,medical concept,bacterium,
bad cholesterol,bad cholesterol,Entity,C5958835,NCI,Medical Concept,medical concept,bad cholesterol,
baldness,baldness,Entity,C5958835,NCI,Medical Concept,medical concept,baldness,
bath oils,bath oils,Entity,C5958835,NCI,Medical Concept,medical concept,bath oils,
bathing,bathing,Entity,C5958835,NCI,Medical Concept,medical concept,bathing,
bed,bed,Entity,C5958835,NCI,Medical Concept,medical concept,bed,
belching,belching,Entity,C5958835,NCI,Medical Concept,medical concept,belching,
benzodiazepines,benzodiazepines,Entity,C5958835,NCI,Medical Concept,medical concept,benzodiazepines,
beta blockers,beta blockers,Entity,C5958835,NCI,Medical Concept,medical concept,beta blockers,
bilirubin,bilirubin,Entity,C5958835,NCI,Medical Concept,medical concept,bilirubin,
biofeedback,biofeedback,Entity,C5958835,NCI,Medical Concept,medical concept,biofeedback,
birth defect,birth defect,Entity,C5958835,NCI,Medical Concept,medical concept,birth defect,
blacks,blacks,Entity,C5958835,NCI,Medical Concept,medical concept,blacks,
bladder,bladder,Entity,C0178784,MTH,Medical Concept,"organ, urinary system component, hollow muscle, urine reservoir",bladder,
bladder cancer,bladder cancer,Entity,C0007102,MTH,Disease or Syndrome,"malignant tumor, neoplasm, urological disease, cancer type",bladder cancer,
bladder muscles,bladder muscles,Entity,C1267092,MTH,Medical Concept,"smooth muscle, involuntary muscle, detrusor muscle, bladder wall component",bladder muscles,
bleed heavily from the gums,bleed heavily from the gums,Entity,C0019080,MTH,Disease or Syndrome,"hemorrhage, bleeding disorder, gum disease symptom, oral health issue",bleed heavily from the gums,
blindness,blindness,Entity,C0750272,MDR,Disease or Syndrome,"vision loss, visual impairment, eye disease symptom, disability type",blindness,
blisters,blisters,Entity,C0037284,SNOMEDCT_US,Sign or Symptom,"skin lesion, blistering rash, burn symptom, skin condition",blisters,
blockage,blockage,Entity,C0028778,MTH,Medical Concept,"obstruction, block, barrier, physical impediment",blockage,
blockage of the glands,blockage of the glands,Entity,UNKNOWN:BLOCKAGE,UNKNOWN,Disease or Syndrome,"glandular obstruction, endocrine disorder, hormonal imbalance, gland dysfunction",blockage of the glands,
blocked artery,blocked artery,Entity,C1096458,MTH,Disease or Syndrome,"vascular obstruction, atherosclerosis symptom, heart disease complication, circulatory issue",blocked artery,
blocked fallopian tube,blocked fallopian tube,Entity,C0743820,CCPSS,Sign or Symptom,"tubal obstruction, infertility symptom, reproductive system problem, female health issue",blocked fallopian tube,
blocked follicle,blocked follicle,Entity,C0029927,MTH,Disease or Syndrome,"ovarian cyst, polycystic ovary syndrome symptom, menstrual disorder, reproductive system issue",blocked follicle,
blocking software,blocking software,Entity,C0036547,MSH,Research Activity,"security measure, firewall, access control, computer program",blocking software,
blood,blood,Entity,C0005889,MTH,Medical Concept,"body fluid, circulatory system component, oxygen carrier, vital substance",blood,
blood clots,blood clots,Entity,C0087086,MTH,Sign or Symptom,"thrombus, coagulated blood, circulatory system problem, vascular issue",blood clots,
blood clotting,blood clotting,Entity,C1328723,MTH,Disease or Syndrome,"coagulation process, hemostasis mechanism, blood disorder, circulatory system function",blood clotting,
blood donors,blood donors,Entity,C5958835,NCI,Medical Concept,medical concept,blood donors,
blood pressure,blood pressure,Entity,C5958835,NCI,Medical Concept,medical concept,blood pressure,
blood pressure readings,blood pressure readings,Entity,C5958835,NCI,Medical Concept,medical concept,blood pressure readings,
blood vessel disorders,blood vessel disorders,Entity,C5958835,NCI,Medical Concept,medical concept,blood vessel disorders,
blood vessels,blood vessels,Entity,C5958835,NCI,Medical Concept,medical concept,blood vessels,
bloody,bloody,Entity,C5958835,NCI,Medical Concept,medical concept,bloody,
blurred vision,blurred vision,Entity,C5958835,NCI,Medical Concept,medical concept,blurred vision,
body,body,Entity,C5958835,NCI,Medical Concept,medical concept,body,
body temperature,body temperature,Entity,C5958835,NCI,Medical Concept,medical concept,body temperature,
body tissues,body tissues,Entity,C5958835,NCI,Medical Concept,medical concept,body tissues,
body's chemical factory,body's chemical factory,Entity,C5958835,NCI,Medical Concept,medical concept,body's chemical factory,
body's interactions,body's interactions,Entity,C5958835,NCI,Medical Concept,medical concept,body's interactions,
body's motor functions,body's motor functions,Entity,C5958835,NCI,Medical Concept,medical concept,body's motor functions,
body's production of androgens,body's production of androgens,Entity,C5958835,NCI,Medical Concept,medical concept,body's production of androgens,
boils,boils,Entity,C5958835,NCI,Medical Concept,medical concept,boils,
bone disease,bone disease,Entity,C5958835,NCI,Medical Concept,medical concept,bone disease,
bone fragments,bone fragments,Entity,C5958835,NCI,Medical Concept,medical concept,bone fragments,
bone is just beneath the skin and there is little fatty tissue to cushion the blow,bone is just beneath the skin and there is little fatty tissue to cushion the blow,Entity,C5958835,NCI,Medical Concept,medical concept,bone is just beneath the skin and there is little fatty tissue to cushion the blow,
bone tumors,bone tumors,Entity,C5958835,NCI,Medical Concept,medical concept,bone tumors,
bones,bones,Entity,C5958835,NCI,Medical Concept,medical concept,bones,
bones and nerves,bones and nerves,Entity,C5958835,NCI,Medical Concept,medical concept,bones and nerves,
booster shots,booster shots,Entity,C5958835,NCI,Medical Concept,medical concept,booster shots,
botulinum toxin,botulinum toxin,Entity,C5958835,NCI,Medical Concept,medical concept,botulinum toxin,
boys,boys,Entity,C5958835,NCI,Medical Concept,medical concept,boys,
brace,brace,Entity,C5958835,NCI,Medical Concept,medical concept,brace,
brain,brain,Entity,C5958835,NCI,Medical Concept,medical concept,brain,
brain cells,brain cells,Entity,C1855398,OMIM,Medical Concept,"nerve cells, neurons, brain tissue, neural cells",brain cells,
branch of the artery,branch of the artery,Entity,C0816100,FMA,Sign or Symptom,"arterial branch, vascular structure, blood vessel, aortic division",branch of the artery,
breast,breast,Entity,C0929301,MTH,Medical Concept,"mammary gland, female organ, reproductive system, lactation site",breast,
breast cancer,breast cancer,Entity,C0007102,MTH,Medical Concept,"malignant tumor, breast neoplasm, female cancer, carcinoma",breast cancer,
breast cancer cells,breast cancer cells,Entity,UNKNOWN:BREAST C,UNKNOWN,Medical Concept,"cancerous cells, malignant tissue, tumor cells, breast malignancy",breast cancer cells,
breathing,breathing,Entity,C0035203,MTH,Medical Concept,"respiration, pulmonary function, air exchange, gas exchange",breathing,
breathing difficulties,breathing difficulties,Entity,C0476273,MTH,Medical Concept,"respiratory distress, dyspnea, breathing problems, respiratory failure",breathing difficulties,
bridge,bridge,Entity,C0458517,SNOMEDCT_US,Medical Concept,"skeletal structure, dental appliance, orthodontic device, oral prosthesis",bridge,
broken pieces of bone,broken pieces of bone,Entity,C0016658,MTH,Medical Concept,"fractured bones, bone fragments, skeletal trauma, orthopedic injury",broken pieces of bone,
broken rib,broken rib,Entity,C0035522,MTH,Medical Concept,"rib fracture, thoracic injury, chest trauma, respiratory distress",broken rib,
bronchiolitis,bronchiolitis,Entity,C1273849,MTH,Disease or Syndrome,"infectious disease, viral illness, respiratory infection, bronchial inflammation",bronchiolitis,
bronchitis,bronchitis,Entity,C0729531,SNOMEDCT_US,Disease or Syndrome,"respiratory infection, airway inflammation, chronic cough, pulmonary disorder",bronchitis,
brownish discharge,brownish discharge,Entity,C0578503,MTH,Sign or Symptom,"vaginal bleeding, menstrual irregularity, reproductive symptom, gynecological issue",brownish discharge,
bruise,bruise,Entity,C0241065,CHV,Sign or Symptom,"skin discoloration, hematoma, soft tissue injury, trauma sign",bruise,
bruise and bleed easily,bruise and bleed easily,Entity,C3641106,NCI,Disease or Syndrome,"bleeding disorder, coagulopathy, platelet dysfunction, hemostatic defect",bruise and bleed easily,
bruise easily,bruise easily,Entity,C5958835,NCI,Medical Concept,medical concept,bruise easily,
bruises continue to appear for no reason,bruises continue to appear for no reason,Entity,C5958835,NCI,Medical Concept,medical concept,bruises continue to appear for no reason,
bulbs,bulbs,Entity,C5958835,NCI,Medical Concept,medical concept,bulbs,
bulged eyes,bulged eyes,Entity,C5958835,NCI,Medical Concept,medical concept,bulged eyes,
bulimia,bulimia,Entity,C5958835,NCI,Medical Concept,medical concept,bulimia,
burn,burn,Entity,C5958835,NCI,Medical Concept,medical concept,burn,
burning or pain during urination,burning or pain during urination,Entity,C5958835,NCI,Medical Concept,medical concept,burning or pain during urination,
burning sensation,burning sensation,Entity,C5958835,NCI,Medical Concept,medical concept,burning sensation,
burns,burns,Entity,C5958835,NCI,Medical Concept,medical concept,burns,
burst,burst,Entity,C5958835,NCI,Medical Concept,medical concept,burst,
caffeine,caffeine,Entity,C5958835,NCI,Medical Concept,medical concept,caffeine,
café au lait spots,café au lait spots,Entity,C5958835,NCI,Medical Concept,medical concept,café au lait spots,
calamine,calamine,Entity,C5958835,NCI,Medical Concept,medical concept,calamine,
calcium,calcium,Entity,C5958835,NCI,Medical Concept,medical concept,calcium,
calcium and phosphate in the tooth's enamel,calcium and phosphate in the tooth's enamel,Entity,C5958835,NCI,Medical Concept,medical concept,calcium and phosphate in the tooth's enamel,
calcium channel blockers,calcium channel blockers,Entity,C5958835,NCI,Medical Concept,medical concept,calcium channel blockers,
calculus,calculus,Entity,C5958835,NCI,Medical Concept,medical concept,calculus,
cameras,cameras,Entity,C5958835,NCI,Medical Concept,medical concept,cameras,
cancer,cancer,Entity,C5958835,NCI,Medical Concept,medical concept,cancer,
cancer cells,cancer cells,Entity,C5958835,NCI,Medical Concept,medical concept,cancer cells,
cancer of the large intestine (colon),cancer of the large intestine (colon),Entity,C5958835,NCI,Medical Concept,medical concept,cancer of the large intestine (colon),
cancer of the penis,cancer of the penis,Entity,C5958835,NCI,Medical Concept,medical concept,cancer of the penis,
cancer of the vulva,cancer of the vulva,Entity,C5958835,NCI,Medical Concept,medical concept,cancer of the vulva,
cancerous,cancerous,Entity,C5958835,NCI,Medical Concept,medical concept,cancerous,
cancerous cells,cancerous cells,Entity,C5958835,NCI,Medical Concept,medical concept,cancerous cells,
cancerous tumors,cancerous tumors,Entity,C5958835,NCI,Medical Concept,medical concept,cancerous tumors,
capillaries,capillaries,Entity,C5958835,NCI,Medical Concept,medical concept,capillaries,
cardiologist,cardiologist,Entity,C5958835,NCI,Medical Concept,medical concept,cardiologist,
cardiomyopathy,cardiomyopathy,Entity,C5958835,NCI,Medical Concept,medical concept,cardiomyopathy,
cardiopulmonary resuscitation (CPR),cardiopulmonary resuscitation (CPR),Entity,UNKNOWN:CARDIOPU,UNKNOWN,Therapeutic or Preventive Procedure,"life-saving procedure, emergency treatment, cardiac function restoration, respiratory support",cardiopulmonary resuscitation (CPR),
caregiver,caregiver,Entity,C2985607,NCI,Patient or Healthcare Provider,"healthcare provider, supportive person, medical assistant, patient advocate",caregiver,
caregivers,caregivers,Entity,C4743607,NCI,Patient or Healthcare Provider,"healthcare providers, supportive people, medical assistants, patient advocates",caregivers,
carmal tunnel syndrome,carmal tunnel syndrome,Entity,C0152177,MTH,Disease or Syndrome,"nerve disorder, hand pain condition, median nerve compression, repetitive strain injury",carmal tunnel syndrome,
catheter,catheter,Entity,C0025080,MTH,Medical Concept,"medical device, urinary drainage tube, vascular access tool, surgical implant",catheter,
cavities of the brain,cavities of the brain,Entity,C5194664,OMIM,Medical Concept,"brain lesions, cerebral cavities, neurosurgical defects, cranial abnormalities",cavities of the brain,
celiac disease,celiac disease,Entity,C4553718,MTH,Disease or Syndrome,"autoimmune disorder, gluten intolerance, small intestine inflammation, malabsorption condition",celiac disease,
cells,cells,Entity,C1457997,UMD,Medical Concept,"biological units, cellular components, tissue building blocks, microscopic structures",cells,
central nervous system,central nervous system,Entity,C0545988,CHV,Medical Concept,"brain and spinal cord, neural network, motor control center, sensory processing hub",central nervous system,
cervix,cervix,Entity,C3166019,MTH,Medical Concept,"female reproductive organ, uterine opening, birth canal, gynecological structure",cervix,
chalazion,chalazion,Entity,C0424844,MTH,Pharmacologic Substance,"eyelid lump, sebaceous gland cyst, oil gland inflammation, ocular condition",chalazion,
characteristic symptoms of lupus,characteristic symptoms of lupus,Entity,UNKNOWN:CHARACTE,UNKNOWN,Disease or Syndrome,"autoimmune disease manifestations, systemic inflammation signs, skin rash indicators, joint pain markers",characteristic symptoms of lupus,
chemical irritants,chemical irritants,Entity,C0040538,MSH,Medical Concept,"toxic substances, hazardous materials, environmental pollutants, allergenic compounds",chemical irritants,
"chemical irritants such as soap, detergent, or fabric softener","chemical irritants such as soap, detergent, or fabric softener",Entity,C0520898,MTH,Medical Concept,"skin sensitizers, respiratory irritants, eye irritants, household hazards","chemical irritants such as soap, detergent, or fabric softener",
chest,chest,Entity,C5958835,NCI,Medical Concept,medical concept,chest,
chest pain,chest pain,Entity,C5958835,NCI,Medical Concept,medical concept,chest pain,
child,child,Entity,C5958835,NCI,Medical Concept,medical concept,child,
child with dyscalculia,child with dyscalculia,Entity,C5958835,NCI,Medical Concept,medical concept,child with dyscalculia,
child's doctor,child's doctor,Entity,C5958835,NCI,Medical Concept,medical concept,child's doctor,
children,children,Entity,C5958835,NCI,Medical Concept,medical concept,children,
children from water accidents,children from water accidents,Entity,C5958835,NCI,Medical Concept,medical concept,children from water accidents,
children with NF1,children with NF1,Entity,C5958835,NCI,Medical Concept,medical concept,children with NF1,
chills,chills,Entity,C5958835,NCI,Medical Concept,medical concept,chills,
chlamydia,chlamydia,Entity,C5958835,NCI,Medical Concept,medical concept,chlamydia,
cholera bacillus,cholera bacillus,Entity,C5958835,NCI,Medical Concept,medical concept,cholera bacillus,
cholesterol,cholesterol,Entity,C5958835,NCI,Medical Concept,medical concept,cholesterol,
