:START_ID,:END_ID,:TYPE,relation,confidence,segment_id,doc_id
preeclampsia,severe preeclampsia,TREATS,treats,1,167,
preeclampsia,obstruction of blood flow,RESULT_FROM,result from,1,168,
pregnancy,hormonal changes,CAUSE,cause,1,97,
radiation therapy,cancer cells,TREATS,treats,1,278,
radiation therapy,seminoma,TREATS,treats,1,288,
rheumatic fever,"heart, brain, joints, and skin",AFFECT,affect,1,127,
scarring of the liver,[Event: increased pressure in the portal vein],USUALLY_CAUSES,usually causes,1,259,
secondhand smoke,deaths from heart disease,CAUSES,causes,1,12,
severe infections,[Event: ileus],RESULT_IN,result in,1,262,
smoking,health effects,TREATS,treats,1,137,
smoking,problems,CAUSES,causes,1,137,
smoking,estrogen,DECREASES,decreases,1,153,
smoking,risk of genetic abnormalities,INCREASES,increases,1,153,
smoking,macular degeneration,RISK_FACTOR,risk factor,1,376,
sore neck,neck,MAY_WAKE_UP_WITH,may wake up with,1,361,
straining during a bowel movement,damage to the muscles or nerves,CAUSES,causes,1,270,
stroke,damage to the muscles or nerves,CAUSES,causes,1,270,
support stockings,6 weeks,RECOMMENDED_FOR,recommended for,1,198,
surgery of the anus or rectum,damage to the sphincter,CAUSES,causes,1,270,
surgery,damaged joints,REPAIR,repair,1,347,
surgery,pus from the affected area,TREATS,treats,1,352,
surgery,tissue,REMOVES,removes,1,395,
symptoms,other joint problems,MIMIC,mimic,1,325,
symptoms,severe headache,INCLUDE,include,1,335,
symptoms,fever,INCLUDE,include,1,335,
symptoms,severe muscle aches and weakness,INCLUDE,include,1,335,
symptoms,chills,INCLUDE,include,1,335,
symptoms,abdominal pain,INCLUDE,include,1,335,
symptoms,nausea,INCLUDE,include,1,335,
symptoms,spasms in the back,INCLUDE,include,1,335,
symptoms,mental confusion,INCLUDE,include,1,335,
symptoms,[Event: accumulation of wax in the ear],CAN_INCLUDE_PAIN,can include pain,1,368,
tetanus,immunization,TREATS,treats,1,332,
treatment,[Event: immediately],BEGINS,begins,1,182,
treatment,reversing the enlargement of the liver and spleen,EFFECTIVE,effective,1,344,
treatment,bone disease,PREVENT,prevent,1,344,
treatment,quality of life,IMPROVE,improve,1,344,
treatment,[Event: intravenous antibiotics],REQUIRES,requires,1,385,
tumor in one adrenal gland,Aldosteronism,CAUSES,causes,1,318,
ultrasound,size and shape,CHECK,check,1,125,
ultrasound,structural abnormalities,DETECT,detect,1,159,
uninterrupted bleeding,severe anemia,CAUSES,causes,1,204,
uninterrupted bleeding,[Event: severe anemia],CAN_CAUSE,can cause,1,204,
vaginal bleeding,obstruction of blood flow,RESULT_FROM,result from,1,168,
vertigo,severe nausea and vomiting,ACCOMPANIED_BY,accompanied by,1,363,
a boy,[Event: puberty],MAY_DEVELOP_BREAST_TISSUE,may develop breast tissue,1,341,
a doctor,[Event: diagnosis],RECOGNIZES_THE_CHARACTERISTIC_PHYSICAL_FEATURES,recognizes the characteristic physical features,1,341,
a family member,[Event: during the last few weeks of his or her life],PLANS_TO_CARE_FOR_THE_PERSON_AT_HOME,plans to care for the person at home,1,174,
a person,[Event: intense grief],FEELS,feels,1,176,
a terminally ill person,[Event: at home],CAN_REMAIN_MORE_INDEPENDENT,can remain more independent,1,174,
abdominal muscles,keep back straight,USES,uses,1,4,
about 15 percent of cases,[Event: underlying medical conditions],RESULT_FROM,result from,1,133,
acetaminophen,liver damage,TREATS,treats,1,273,
acetaminophen,people who drink alcohol regularly,SHOULD_BE_AVOIDED_BY,should be avoided by,1,273,
acid,calcium and phosphate in the tooth's enamel,DISSOLVES,dissolves,1,398,
acrylic resin,tooth,IS_APPLIED_TO,is applied to,1,400,
acyclovir,genital herpes,PRESCRIBES,prescribes,1,148,
acyclovir,herpes simplex virus infection,PRESCRIBES,prescribes,1,236,
adolescents with Klinefelter syndrome,[Event: puberty],HAVE_NORMAL_ERECTIONS_AND_EJACULATE_NORMALLY,have normal erections and ejaculate normally,1,341,
adrenal glands,corticosteroid hormones,PRODUCE,produce,1,317,
adrenal glands,[Event: epinephrine and norepinephrine],PRODUCE,produce,1,317,
adrenal medulla,epinephrine,PRODUCES,produces,1,317,
adrenal medulla,norepinephrine,PRODUCES,produces,1,317,
adrenaline,body,PRODUCED_BY,produced by,1,5,
adults,[Event: minimum recommended amount of exercise],FAIL_TO_GET,fail to get,1,3,
adults,double vision,EXPERIENCE,experience,1,380,
adults,problems with depth perception,HAVE,have,1,380,
adults,symptoms of an underlying disorder,HAVE,have,1,380,
affected person,[Event: treatment],GET_HELP_FOR_DEPRESSION_OR_ANXIETY,get help for depression or anxiety,1,249,
age,50,AFTER,after,1,292,
alcohol,risk,ABUSE,abuse,1,139,
alcohol,none,TREATS,treats,1,251,
alcohol,severe liver damage and liver failure,CAUSES,causes,1,273,
aldosterone,high blood pressure,PRODUCES,produces,1,318,
all women,[Event: breasts],EXAMINE,examine,1,52,
allergies,specific substances,ARE_CAUSED_BY,are caused by,1,322,
allergist or dermatologist,[Event: skin and blood tests],RECOMMEND,recommend,1,383,
alpha1-antitrypsin deficiency,cirrhosis of the liver,TREATS,treats,1,345,
alpha1-antitrypsin deficiency,chronic emphysema,CAUSES,causes,1,345,
amniocentesis,genetic abnormality,DETERMINE,determine,1,159,
amyotrophic lateral sclerosis (ALS),nerve cells that control muscles,AFFECTS,affects,1,232,
analgesics,chronic kidney failure,CAUSE,cause,1,286,
anesthetic,allergic reaction,CAUSES,causes,1,302,
aneurysm,chest pain,CAUSES,causes,1,196,
aneurysm,back pain,CAUSES,causes,1,196,
aneurysm,hoarseness,CAUSES,causes,1,196,
aneurysm,shortness of breath,CAUSES,causes,1,196,
aneurysm,difficulty swallowing,CAUSES,causes,1,196,
aneurysm,persistent cough,CAUSES,causes,1,196,
angiograms,blood vessel disorders,HELP_DOCTORS_DIAGNOSE,help doctors diagnose,1,43,
antacid,INDIGESTION,TREATS,treats,1,90,
antacid,PEPTIC ULCER,TREATS,treats,1,90,
antacid,pain,RELIEVES,relieves,1,260,
anthrax,cutaneous anthrax,TREATS,treats,1,388,
antianxiety medications,alcohol,INTERACT_WITH,interact with,1,251,
antibiotic,bacterial infection,PRESCRIBES,prescribes,1,337,
antibiotic ointment,infected rash,PRESCRIBED_FOR,prescribed for,1,130,
anticancer,bladder cancer,TREATS,treats,1,284,
anticoagulant,blood clot formation,TREATS,treats,1,192,
antidepressants,alcohol,INTERACT_WITH,interact with,1,251,
antipsychotic drugs,psychosis,TREATS,treats,1,242,
antipsychotic medications,weight gain,CAUSE,cause,1,242,
antiseizure drugs,alcohol,INTERACT_WITH,interact with,1,251,
antithyroid medications,hyperthyroidism,TREATS,treats,1,319,
aorta,system of arteries,DIRECTS_BLOOD_TO,directs blood to,1,41,
aortic valve,aortic insufficiency,DOES_NOT_CLOSE_PROPERLY,does not close properly,1,193,
apathy,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
apple,nausea,TREATS,treats,1,162,
art and music therapy,techniques,USES,uses,1,39,
arteries,oxygen-rich blood,CARRY,carry,1,177,
arteries,[Event: smaller arteries called arterioles],BRANCH_INTO,branch into,1,177,
artery,blood,SUPPLIES,supplies,1,61,
artery,blindness,BECOMES_BLOCKED,becomes blocked,1,378,
artificial tears,dry eye,PRESCRIBE,prescribe,1,372,
asbestos,pneumoconiosis,CAUSE,cause,1,214,
aspirin,Noises in the ear,TREATS,treats,1,86,
aspirin,TIAs and stroke,HELPS_PREVENT,helps prevent,1,227,
aspirin,pain and inflammation,RELIEVES,relieves,1,289,
aspirin,Bursitis,TREATS,treats,1,359,
aspirin and acetaminophen combined with caffeine or codeine,analgesic nephropathy,CAUSE,cause,1,286,
asthma,stress,TRIGGERED_OR_WORSENED_BY,triggered or worsened by,1,5,
asthma,symptoms,TREATS,treats,1,212,
asthma,wheezing,CAUSES,causes,1,212,
athlete,[Event: sports season],OCCUR,occur,1,349,
atrial septal defects,congestive heart failure,CAUSE,cause,1,110,
atrial septal defects,arrhythmias,CAUSE,cause,1,110,
atrial septal defects,pulmonary hypertension,CAUSE,cause,1,110,
atrial septal defects,[Event: problems in middle age],PROGRESS,progress,1,110,
autopsy,determine,PERFORMED,performed,1,175,
autopsy,information,PROVIDE,provide,1,175,
autopsy,genetic diseases,OBTAIN,obtain,1,175,
babies who weigh less than 3 pounds at birth,Respiratory Distress Syndrome,ARE_MORE_LIKELY_TO_HAVE,are more likely to have,1,106,
baby,[Event: after feeding],GO_BACK_TO_SLEEP,go back to sleep,1,98,
baby,[Event: signs of congestive heart failure],DEVELOP,develop,1,110,
baby,[Event: digestive system],DOES_NOT_USE,does not use,1,115,
baby,[Event: ventilator],PLACED_ON,placed on,1,116,
baby,[Event: end of the second stage],EMERGES,emerges,1,169,
baby,abnormally large head,HAS,has,1,171,
back,straight,KEEPS,keeps,1,4,
back and leg pain,weeks,COMES_AND_GOES_AND_WORSENS_OVER_SEVERAL_WEEKS,comes and goes and worsens over several weeks,1,361,
bacteria,diphtheria,CAUSE,cause,1,132,
bacteria,infections of the middle ear,CAUSE,cause,1,366,
bacteria,infection,CAUSE,cause,1,371,
bacteria,blocked follicle,INVADE,invade,1,384,
bacteria,blood poisoning,CAN_ENTER_THE_BLOODSTREAM_AND_CAUSE,can enter the bloodstream and cause,1,385,
bacteria,[Event: blood poisoning],CAN_ENTER_THE_BLOODSTREAM_AND_CAUSE,can enter the bloodstream and cause,1,385,
bacteria,acid,PRODUCE,produce,1,398,
bacterium,[Event: infection],CAUSES,causes,1,13,
bad cholesterol,blood,HAS,has,1,225,
bath oils,urethra,IRRITANT,irritant,1,309,
bed,confined,IS,is,1,73,
beta blockers,arrhythmias,TREATS,treats,1,188,
beta blockers,hyperthyroidism,TREATS,treats,1,319,
bilirubin,levels,MEASURES,measures,1,107,
bilirubin,red blood cells,MEASURES,measures,1,107,
bilirubin,liver enzymes,MEASURES,measures,1,107,
bilirubin,gallstones,FORMS,forms,1,203,
biofeedback,medical profession,ACCEPTED_BY,accepted by,1,39,
blacks,whites,MORE_LIKELY_TO_OCCUR,more likely to occur,1,374,
bladder,urine,ACTS_AS_A_RESERVOIR_FOR,acts as a reservoir for,1,293,
bladder,urine,HOLDS,holds,1,308,
bladder muscles,the bladder to become irritable,ENLARGE,enlarge,1,291,
blisters,open sores,BREAKS_OPEN,breaks open,1,131,
blocked artery,ischemic stroke,CAUSE_OF,cause of,1,224,
blocking software,online sexual exploitation,TREATS,treats,1,30,
blood clots,[Event: abnormal antibodies interact with cells],FORM_WHEN,form when,1,330,
blood donors,[Event: blood transfusion],ARE_THE_SOURCE_OF,are the source of,1,202,
blood pressure,orgasm,REACH_THEIR_HIGHEST_LEVELS_DURING,reach their highest levels during,1,141,
blood pressure readings,above normal,ARE,are,1,185,
blood vessels,circulatory system,PART_OF,part of,1,41,
blood vessels,[Event: autosomal dominant polycystic kidney disease],WEAKENED_BY,weakened by,1,283,
body,[Event: hormones for stress],MAKES,makes,1,5,
boils,ingrown hairs,SEE_ALSO,see also,1,85,
bones,joints,INJURE,injure,1,349,
booster shots,tetanus,PREVENTS,prevents,1,332,
botulinum toxin,frown lines,TREATS,treats,1,390,
boys,puberty,START,start,1,133,
brace,joints,STABILIZE,stabilize,1,347,
brain,spreading apart the loosely connected bones of the skull,SWELLS,swells,1,113,
brain,central nervous system,COMPRISES,comprises,1,223,
brain cells,[Event: electrical signals],SEND,send,1,231,
branch of the artery,part of the visual field,IS_BLOCKED,is blocked,1,378,
breast,cancer,SELF-EXAMINATION,self-examination,1,52,
breast,bone tumors,CANCER,cancer,1,356,
breast cancer,mammogram,TREATS,treats,1,301,
breast cancer,ovarian cancer,CAUSE,cause,1,304,
breathing,orgasm,REACH_THEIR_HIGHEST_LEVELS_DURING,reach their highest levels during,1,141,
brownish discharge,bleeding,MAY_BE_PRECEDED_BY,may be preceded by,1,165,
bruise,bone is just beneath the skin and there is little fatty tissue to cushion the blow,MAY_SWELL_SIGNIFICANTLY_BECAUSE,may swell significantly because,1,66,
bruise,see your doctor,"DOES_NOT_FADE_OR_DISAPPEAR_COMPLETELY_OR_IF_IT_BECOMES_PAINFUL_AND_SWOLLEN,_OR_IF_BRUISES_CONTINUE_TO_APPEAR_FOR_NO_REASON","does not fade or disappear completely or if it becomes painful and swollen, or if bruises continue to appear for no reason",1,66,
bruises continue to appear for no reason,[Event: see your doctor],SEE_YOUR_DOCTOR,see your doctor,1,66,
caffeine,ectopic heartbeats,CAUSES,causes,1,189,
café au lait spots,signs of NF1,ARE,are,1,346,
calamine,itching,TREATS,treats,1,130,
calcium channel blockers,arrhythmias,TREATS,treats,1,188,
calculus,gums,TREATS,treats,1,401,
calculus,gingivitis,REMOVES,removes,1,404,
cancer,surgery,TREATED_BY,treated by,1,9,
cancer,radiation therapy,TREATED_BY,treated by,1,9,
cancer,chemotherapy,TREATED_BY,treated by,1,9,
cancer,immunotherapy,TREATED_BY,treated by,1,9,
cancer,stem cell transplants,TREATED_BY,treated by,1,9,
cancer,lymph nodes in the neck,MAY_SPREAD_TO,may spread to,1,211,
cancer,body,AFFECTS,affects,1,279,
cancer,pain,CAUSES,causes,1,279,
cancer cells,[Event: cancer spreads to other parts of the body],SPREAD,spread,1,9,
cancerous tumors,swallowing difficult,CAN_CAUSE,can cause,1,211,
capillaries,oxygen and nutrients,ALLOW,allow,1,177,
cardiologist,[Event: any possible complications related to the heart disorder],WILL_MONITOR_YOUR_HEALTH_THROUGHOUT_YOUR_PREGNANCY_FOR,will monitor your health throughout your pregnancy for,1,164,
caregiver,[Event: medication management],MANAGES,manages,1,51,
caregiver,[Event: giving medications],PERFORMS,performs,1,69,
caregiver,[Event: bed bath],GIVES,gives,1,70,
caregivers,[Event: rehabilitation process],INVOLVE,involve,1,226,
carmal tunnel syndrome,tingling,INCLUDE,include,1,237,
carmal tunnel syndrome,burning sensation,INCLUDE,include,1,237,
carmal tunnel syndrome,intermittent numbness,INCLUDE,include,1,237,
carmal tunnel syndrome,pain in the fingers,ACCOMPANIED_BY,accompanied by,1,237,
catheter,vagina,IS_INSERTED_THROUGH,is inserted through,1,160,
celiac disease,biopsy,CAN_BE_CONFIRMED_BY,can be confirmed by,1,265,
cells,genes,CONTAIN,contain,1,10,
cells,[Event: elsewhere in the body],SPREAD_FROM,spread from,1,356,
central nervous system,body's interactions,COORDINATES,coordinates,1,223,
chalazion,blockage of the glands,CAUSED_BY,caused by,1,49,
chalazion,infection,CAN_BECOME_INFECTED,can become infected,1,49,
chemical irritants,urethra,IRRITANT,irritant,1,309,
chest,heart,CONTAINS,contains,1,40,
chest,lungs,CONTAINS,contains,1,40,
chest pain,neck,RADIATES_TO,radiates to,1,8,
chest pain,jaw,RADIATES_TO,radiates to,1,8,
chest pain,heart failure,MAY_HAVE,may have,1,183,
child,wear a helmet,SHOULD,should,1,28,
child,knee and elbow pads,SHOULD,should,1,28,
child,wrist guards,SHOULD,should,1,28,
child,gloves,SHOULD,should,1,28,
child,[Event: protective gear],WEAR,wear,1,28,
child,[Event: stop correctly],LEARN,learn,1,28,
child,[Event: online chat],PARTICIPATES_IN,participates in,1,30,
child,[Event: permanently disabled],BECOMES,becomes,1,31,
child,[Event: wounded by a gun],IS,is,1,31,
child,drowning,AT_RISK_OF,at risk of,1,33,
child,[Event: playing near a body of water],PARTICIPATES_IN,participates in,1,33,
child,aggressive behavior,TREATS,treats,1,34,
child,skin problems,HAS,has,1,100,
child,slow weight gain,EXPERIENCES,experiences,1,100,
child,[Event: in spite of slow weight gain],SEEMS_TO_BE_GENERALLY_HEALTHY,seems to be generally healthy,1,100,
child,[Event: crawling],PARTICIPATES_IN,participates in,1,105,
child,[Event: reading to child],BENEFITS_FROM,benefits from,1,105,
child,[Event: surgery to correct defects],NEED,need,1,111,
child,low sugar levels,HAVE,have,1,118,
child,elevated ammonia levels,HAVE,have,1,118,
child,elevated liver enzymes,HAVE,have,1,118,
child,[Event: physical examination],PARTICIPATE_IN,participate in,1,128,
child,[Event: blood tests],PARTICIPATE_IN,participate in,1,128,
child,neglect,ABUSE,abuse,1,139,
child,[Event: violence],EXPOSED_TO,exposed to,1,139,
child,[Event: ophthalmologist evaluation],BE_EVALUATED_BY,be evaluated by,1,380,
child with dyscalculia,"[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]",MAY_HAVE_DIFFICULTY,may have difficulty,1,120,
child's doctor,[Event: to check illness],CALL,call,1,98,
children,a secure sense of belonging,GIVES,gives,1,1,
children,[Event: disorders at younger and younger ages],DEVELOPING,developing,1,22,
children,[Event: riding a skateboard],PARTICIPATE_IN,participate in,1,29,
children,physical coordination,LACK,lack,1,32,
children,[Event: no symptoms],HAVE,have,1,110,
children,[Event: buildup of fluid in the middle ear],ESPECIALLY_AFFECTED_BY,especially affected by,1,366,
children with NF1,[Event: six or more café au lait spots appear at birth or in early infancy],HAVE,have,1,346,
chlamydia,Pelvic Inflammatory Disease,CAUSE,cause,1,306,
chlamydia,chronic urethritis,CAUSE,cause,1,309,
cholera bacillus,contamination,RELATED_TO,related to,1,336,
cholesterol,diet,LOW_IN,low in,1,15,
cholesterol,[Event: cholesterol-con],IS_ABSORBED_INTO_THE_BLOODSTREAM_DIRECTLY_FROM,is absorbed into the bloodstream directly from,1,17,
cholesterol,heart disease,TREATS,treats,1,56,
chromosome abnormalities,defects in the number or structure of chromosomes,RESULT_FROM,result from,1,340,
chromosomes,DNA,ARE_MADE_UP_OF,are made up of,1,10,
chromosomes,genes,CONTAIN,contain,1,340,
chronic middle ear infection,otolaryngologist,TREATS,treats,1,367,
cigarette,urge,TRIGGERS,triggers,1,12,
cirrhosis,esophageal varices,CAUSES,causes,1,259,
cirrhosis,[Event: scarring of the liver],RESULTS_FROM,results from,1,259,
clubfoot,other birth defects,IS_LINKED_TO,is linked to,1,114,
clubfoot,ability to stand and walk,AFFECTS,affects,1,114,
coach,[Event: asthma attack],NEEDS_TO_HELP,needs to help,1,213,
coal dust,pneumoconiosis,CAUSE,cause,1,214,
cognitive-behavioral therapy,mainstream medical practice,BECAME_AN_ACCEPTED_PART_OF,became an accepted part of,1,39,
collagen,frown lines,TREATS,treats,1,390,
colon,[Event: colectomy],REMOVED_BY,removed by,1,268,
colon cancer,ovarian cancer,CAUSE,cause,1,304,
colonoscopy,detecting polyps,IS_A_DIAGNOSTIC_PROCEDURE_FOR,is a diagnostic procedure for,1,267,
colostomy,colectomy,IS_A_TYPE_OF,is a type of,1,268,
common cold virus,coronavirus family,BELONGS_TO,belongs to,1,222,
complete obstruction,immediate attention,REQUIRES,requires,1,59,
condition,[Event: hospital or treatment center],MONITORED_BY,monitored by,1,254,
congenital heart defects,a child's health,"MAY_BE_SO_MINOR_THAT_IT_REQUIRES_NO_TREATMENT,_AND_HAS_NO_EFFECT_ON_A_CHILD'S_HEALTH","may be so minor that it requires no treatment, and has no effect on a child's health",1,109,
contrast medium,"[Event: a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin]",IS_INJECTED_THROUGH,is injected through,1,43,
conventional treatments,alternative therapy,SUBSTITUTE_FOR,substitute for,1,35,
conventional treatments,alternative therapies,USED_IN_ADDITION_TO,used in addition to,1,35,
cool water,fluid loss,PREVENTS,prevents,1,62,
copperhead,Southeast and South Central United States,FOUND_IN,found in,1,65,
coral snake,Southeast,FOUND_IN,found in,1,65,
coral snake,[Event: Southeast],FOUND_IN,found in,1,65,
cornea,lens,WORK_TOGETHER_TO_REFRACT_LIGHT_RAYS_FROM_VIEWED_OBJECTS_AND_FOCUS_THEM_ON_THE_RETINA,work together to refract light rays from viewed objects and focus them on the retina,1,369,
cornea and lens of the eye,[Event: producing an image],ACT_AS_CONVEX_LENSES_TO_REFRACT_LIGHT_RAYS_FROM_A_VIEWED_OBJECT_AND_FOCUS_THEM_ON_THE_RETINA,act as convex lenses to refract light rays from a viewed object and focus them on the retina,1,369,
corneal refractive therapy,astigmatism,TREATS,treats,1,370,
corneal refractive therapy,nearsightedness,TREATS,treats,1,370,
coronary angioplasty,arrhythmias resulting from heart disease,USED_TO_TREAT,used to treat,1,188,
coronary artery,atherosclerosis,IS_BLOCKED_BY,is blocked by,1,181,
coronary artery disease,macular degeneration,RISK_FACTOR,risk factor,1,376,
corticosteroid,lichen planus,TREATS,treats,1,387,
corticosteroid,rash,APPLY_TO,apply to,1,387,
corticosteroid drug,inflammation,TREATS,treats,1,352,
corticosteroid drugs,inflammation,TREATS,treats,1,329,
cortisol,body,PRODUCED_BY,produced by,1,5,
cortisol,ability to remember and learn,IMPAIRS,impairs,1,24,
cottonmouth,Southeast and South Central United States,FOUND_IN,found in,1,65,
cottonmouth and copperhead snakes,[Event: Southeast and South Central United States],FOUND_IN,found in,1,65,
cough,dry,IS,is,1,87,
cough,productive,IS,is,1,87,
cough suppressants,derivatives of opium,CONTAIN,contain,1,219,
couple,[Event: embryo donation to another couple],DONATES,donates,1,156,
crackers,nausea,TREATS,treats,1,162,
crib,standards,MEETS,meets,1,27,
cysts,primary bone tumors,NONCANCEROUS_BONE_TUMOR,noncancerous bone tumor,1,356,
darkened,nipples,HAVING,having,1,161,
daughter,[Event: birth-control pills],MAY_NEED_TO_TAKE,may need to take,1,354,
daylight,feeling of daylight,EXTENDS,extends,1,244,
deep vein thrombosis,pulmonary embolism,INCREASE_RISK_OF,increase risk of,1,199,
delivery,bloody,IS,is,1,68,
delusional disorder,doctors,DIAGNOSE,diagnose,1,249,
delusions,hallucinations,ARE_A_TYPE_OF,are a type of,1,248,
dentist,oral examinations,RECOMMEND,recommend,1,399,
dentist,[Event: regular examinations],PERFORM,perform,1,399,
dentist,[Event: the teeth],POLISHES,polishes,1,401,
dentist,bridge,RECOMMEND,recommend,1,403,
dentist,removable partial denture,RECOMMEND,recommend,1,403,
dentist,dental implant,RECOMMEND,recommend,1,403,
dentist,[Event: treatment of irregularly positioned teeth],REFER_TO_ORTHODONTIST,refer to orthodontist,1,403,
dentist,[Event: treatment of jaw pain caused by poorly aligned teeth],FIT_NIGHTGUARD,fit nightguard,1,403,
dentist,[Event: scaling],PERFORMS,performs,1,404,
dentist,[Event: ultrasonic scaling],PERFORMS,performs,1,404,
dentist,[Event: root planing],PERFORMS,performs,1,404,
dermatitis,self-help measures,TREATS,treats,1,383,
despair,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
diabetes,sexual problems,SIGNAL,signal,1,149,
diabetes,damage to the muscles or nerves,CAUSES,causes,1,270,
diabetes,multiple sclerosis,CAUSES,causes,1,270,
diabetes,children,CAN_BE_ESPECIALLY_DIFFICULT_FOR,can be especially difficult for,1,313,
diabetic retinopathy,blurred vision,MAY_INCLUDE,may include,1,377,
diabetic retinopathy,seeing spots,MAY_INCLUDE,may include,1,377,
diabetic retinopathy,vision that alternates between being normal and being diminished,MAY_INCLUDE,may include,1,377,
diabetic retinopathy,pain in the eyes,MAY_INCLUDE,may include,1,377,
diabetic retinopathy,sudden loss of vision,MAY_INCLUDE,may include,1,377,
diaphragm,abdomen,SEPARATES,separates,1,40,
diaphragmatic hernia,breathing difficulties,CAUSES,causes,1,116,
diet,health,CAN_HARM,can harm,1,23,
diet,doctor,PRESCRIBED_BY,prescribed by,1,190,
diet,diabetes,MUST_STICK_TO_A_SPECIAL,must stick to a special,1,313,
dietary supplements,foods,ARE_REGULATED_AS,are regulated as,1,36,
diets that eliminate,health,CAN_HARM,can harm,1,23,
difficulty concentrating,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
diphtheria,children,AFFECTS,affects,1,132,
dissecting aneurysm,[Event: severe chest pain and shortness of breath],USUALLY_CAUSES,usually causes,1,196,
donepezil,Alzheimer's disease,TREATS,treats,1,233,
donor,[Event: surgery on donor],REMOVED_ORGANS_FROM,removed organs from,1,220,
driver,[Event: alcohol impairment],AFFECTED_BY,affected by,1,251,
drug,addiction,TREATS,treats,1,254,
drugs,plants,ARE_DERIVED_FROM,are derived from,1,36,
drugs,hormones,REPLACE,replace,1,342,
dry gangrene,foot or leg,MAY_DEVELOP_IN,may develop in,1,197,
dry toast,nausea,TREATS,treats,1,162,
dysgraphia,inability to write words on a page,CHARACTERIZED_BY,characterized by,1,120,
ear,outer ear,INCLUDES,includes,1,362,
ectopic pregnancy,trying to get pregnant again,MAY_RECOMMEND_WAITING,may recommend waiting,1,166,
egg donation,infertility,OPTION,option,1,156,
embryo donation,infertility,OPTION,option,1,156,
emergency medical personnel,[Event: pacemaker or implantable defibrillator],KNOWS_ABOUT,knows about,1,190,
encephalitis,meningitis,ACCOMPANIED_BY,accompanied by,1,235,
encephalitis,confusion,CAUSES,causes,1,235,
encephalitis,odd behavior,CAUSES,causes,1,235,
encephalitis,irritability,CAUSES,causes,1,235,
encephalitis,restlessness,CAUSES,causes,1,235,
encephalitis,muscle weakness in the arms and legs,CAUSES,causes,1,235,
encephalitis,muscle spasms,CAUSES,causes,1,235,
encephalitis,loss of coordination and balance,CAUSES,causes,1,235,
encephalitis,speech or vision impairment,CAUSES,causes,1,235,
encephalitis,seizures,CAUSES,causes,1,235,
endoscopes,cameras,CONTAIN,contain,1,264,
endoscopes,instruments,CONTAIN,contain,1,264,
endoscopes,lights,CONTAIN,contain,1,264,
epilepsy,seizures,CAUSES,causes,1,231,
essential oils,health and well-being,TREATS,treats,1,38,
essential oils,massages,USED_IN,used in,1,38,
estrogen,progestin,RELEASES,releases,1,144,
estrogen,hormone levels,PRODUCING,producing,1,296,
estrogen,female sex hormones,MAKES_LESS_OF,makes less of,1,298,
estrogen production,bones,ESSENTIAL_FOR_BUILDING_BONES,essential for building bones,1,354,
experimental treatments,some women,MAY_BE_HELPFUL_FOR,may be helpful for,1,303,
explanation,online sexual exploitation,PREVENTS,prevents,1,30,
fallopian tube,uterus,CONNECTS_TO,connects to,1,42,
fallopian tube,burst,CAN_CAUSE,can cause,1,166,
famciclovir,genital herpes,PRESCRIBES,prescribes,1,148,
family,[Event: permission],REQUIRE,require,1,175,
family and friends,[Event: death],PREPARE_FOR,prepare for,1,173,
family members,[Event: keep a record of the dates when family members received their shots],SHOULD_HAVE_A_BOOSTER_SHOT_EVERY_10_YEARS,should have a booster shot every 10 years,1,332,
female urethra,1½ inches long,IS_ABOUT,is about,1,280,
fetus,[Event: early in pregnancy],STARTS_TO_DEVELOP,starts to develop,1,109,
fetus,[Event: miscarriage],HAS_DIED,has died,1,165,
finasteride,baldness,TREATS,treats,1,389,
firearm,risk,INCREASES,increases,1,31,
fireworks,injuries,TREATS,treats,1,32,
first aider,[Event: Heimlich maneuver],PERFORMS,performs,1,59,
flu,acute bronchitis,CAUSES,causes,1,216,
flu,pneumonia,CAUSES,causes,1,216,
fluid,cavities of the brain,BUILDS_UP_IN,builds up in,1,113,
fluid,mild hearing loss,CAUSES,causes,1,121,
fluid,language development,MAY_DELAY,may delay,1,121,
fluid,[Event: cause of hearing loss],BUILDUP,buildup,1,366,
fluid build-up,increased pressure,LEADS_TO,leads to,1,375,
fluids,chronic pyelonephritis,TREAT,treat,1,281,
friend,[Event: losing weight],PARTICIPATED_IN,participated in,1,187,
friend,[Event: exercising more],PARTICIPATED_IN,participated in,1,187,
friend,[Event: blood pressure measured],HAS,has,1,187,
friends or family,[Event: person being cared for],STAY_WITH,stay with,1,75,
full-term infants,Respiratory Distress Syndrome,CAN_BE_AFFECTED_BY,can be affected by,1,106,
future,nothing,WORRY,worry,1,25,
galantamine,Alzheimer's disease,TREATS,treats,1,233,
gallbladder,[Event: larger incision in the abdomen],REMOVED_THROUGH,removed through,1,278,
gang,person,MEMBER,member,1,139,
gene,disease,CAUSE,cause,1,338,
general anesthesia,removal of a large amount of fat,REQUIRED,required,1,396,
genes,size and shape of a woman's breasts,DETERMINE,determine,1,299,
genes,susceptible,MAKE,make,1,339,
genetic diseases,congenital heart disease,SUCH_AS,such as,1,158,
girls,puberty,START,start,1,133,
